CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,WEATHER_CONDITION,LIGHTING_CONDITION,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,CRASH_TYPE,HIT_AND_RUN_I,PRIM_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,DOORING_I,MOST_SEVERE_INJURY,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE
07/18/2017 07:48:00 AM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2159,W,21ST ST,,NONINCAPACITATING INJURY,0,0,1,7,3,7,41.85382508,-87.68065896
5/12/2021 9:00,25,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,10700,S,HAMLIN AVE,N,"REPORTED, NOT EVIDENT",0,0,0,9,4,5,41.69855048,-87.71586927
10/29/2021 01:58:00 PM,30,NO CONTROLS,RAIN,DAYLIGHT,ONE-WAY,WET,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1599,N,WICKER PARK AVE,,NONINCAPACITATING INJURY,0,0,1,13,6,10,,
08/19/2015 09:15:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,495,N,MILWAUKEE AVE,,"REPORTED, NOT EVIDENT",0,0,0,9,4,8,41.89113474,-87.64729585
08/26/2018 07:15:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,N,UNABLE TO DETERMINE,515,S,SACRAMENTO BLVD,Y,"REPORTED, NOT EVIDENT",0,0,0,19,1,8,,
02/27/2018 04:00:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,600,W,DIVISION ST,,INCAPACITATING INJURY,0,1,0,16,3,2,41.90382523,-87.64328636
07/18/2022 04:18:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,8300,S,KOSTNER AVE,,NONINCAPACITATING INJURY,0,0,1,16,2,7,41.74191608,-87.73152789
06/22/2022 02:22:00 PM,20,SCHOOL ZONE,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER LANE USAGE,8147,S,VINCENNES AVE,,NONINCAPACITATING INJURY,0,0,1,14,4,6,41.74579217,-87.63537
09/18/2017 10:00:00 AM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,11600,S,HALSTED ST,,"REPORTED, NOT EVIDENT",0,0,0,10,2,9,41.68297347,-87.64222847
8/9/2022 19:03,30,NO CONTROLS,CLEAR,DUSK,UNKNOWN INTERSECTION TYPE,DRY,INJURY AND / OR TOW DUE TO CRASH,,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",8100,S,ADA ST,,"REPORTED, NOT EVIDENT",0,0,0,19,3,8,41.74671036,-87.65742424
07/14/2020 03:01:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,98,W,15TH ST,,NONINCAPACITATING INJURY,0,0,1,15,3,7,,
11/5/2016 16:45,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,4800,N,CLARK ST,,NO INDICATION OF INJURY,0,0,0,16,7,11,41.96903844,-87.66766239
1/11/2019 18:22,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3951,N,DAMEN AVE,Y,NONINCAPACITATING INJURY,0,0,1,18,6,1,41.95406824,-87.67860445
07/17/2022 02:55:00 PM,25,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,FAILING TO REDUCE SPEED TO AVOID CRASH,2410,N,LECLAIRE AVE,,NO INDICATION OF INJURY,0,0,0,14,1,7,41.92454111,-87.7538425
9/1/2017 14:20,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2032,W,GARFIELD BLVD,,NO INDICATION OF INJURY,0,0,0,14,6,9,41.79401374,-87.67558323
07/25/2018 03:45:00 PM,30,UNKNOWN,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,1900,N,NEW ENGLAND AVE,,NO INDICATION OF INJURY,0,0,0,15,4,7,41.91454607,-87.79752489
10/3/2017 1:00,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,351,E,RANDOLPH ST,Y,"REPORTED, NOT EVIDENT",0,0,0,1,3,10,41.88423278,-87.61890197
08/14/2021 05:00:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,2401,W,ROOSEVELT RD,Y,NO INDICATION OF INJURY,0,0,0,17,7,8,41.86650119,-87.6861576
07/14/2021 06:05:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER OVERTAKING/PASSING,3245,N,HALSTED ST,,"REPORTED, NOT EVIDENT",0,0,0,18,4,7,41.94130275,-87.64916269
08/16/2022 01:15:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,6101,S,NARRAGANSETT AVE,,NONINCAPACITATING INJURY,0,0,1,13,3,8,41.78125404,-87.78124711
9/8/2017 7:45,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,745,W,ARMITAGE AVE,Y,NONINCAPACITATING INJURY,0,0,1,7,6,9,41.91807568,-87.64786559
04/14/2022 10:13:00 PM,25,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER OVERTAKING/PASSING,1951,N,WESTERN AVE,,INCAPACITATING INJURY,0,1,0,22,5,4,41.91710363,-87.68724877
07/17/2018 05:50:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,IMPROPER OVERTAKING/PASSING,6401,W,ADDISON ST,,"REPORTED, NOT EVIDENT",0,0,0,17,3,7,41.94555292,-87.78636821
03/27/2022 01:00:00 PM,30,UNKNOWN,UNKNOWN,DAYLIGHT,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,3602,N,LINCOLN AVE,,NO INDICATION OF INJURY,0,0,0,13,1,3,41.94711462,-87.67402748
10/3/2016 16:10,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO REDUCE SPEED TO AVOID CRASH,498,W,75TH ST,N,NONINCAPACITATING INJURY,0,0,1,16,2,10,41.75814882,-87.6369342
10/10/2021 1:25,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER OVERTAKING/PASSING,2811,N,MILWAUKEE AVE,,INCAPACITATING INJURY,0,1,0,1,1,10,,
08/26/2016 03:30:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,DRIVING ON WRONG SIDE/WRONG WAY,5058,W,GRAND AVE,,NO INDICATION OF INJURY,0,0,0,15,6,8,41.91676031,-87.75286622
2/11/2023 22:55,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,498,W,RANDOLPH ST,,"REPORTED, NOT EVIDENT",0,0,0,22,7,2,41.88455231,-87.63975418
01/24/2020 08:10:00 PM,35,TRAFFIC SIGNAL,RAIN,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),WET,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1859,N,ELSTON AVE,,"REPORTED, NOT EVIDENT",0,0,0,20,6,1,41.91638143,-87.66618973
6/12/2022 11:00,30,UNKNOWN,UNKNOWN,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,5100,N,BROADWAY,N,"REPORTED, NOT EVIDENT",0,0,0,11,1,6,41.97464568,-87.65997018
11/27/2017 05:00:00 PM,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,800,W,BELDEN AVE,,"REPORTED, NOT EVIDENT",0,0,0,17,2,11,41.92373929,-87.64874898
09/18/2020 12:40:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,4401,N,CENTRAL AVE,,NO INDICATION OF INJURY,0,0,0,12,6,9,41.96053223,-87.76709703
10/1/2018 13:39,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,IMPROPER OVERTAKING/PASSING,5700,S,WENTWORTH AVE,,NO INDICATION OF INJURY,0,0,0,13,2,10,,
04/16/2018 12:00:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,IMPROPER OVERTAKING/PASSING,3454,W,26TH ST,,NONINCAPACITATING INJURY,0,0,1,12,2,4,41.84452841,-87.71212503
8/12/2022 15:00,25,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,912,W,CHICAGO AVE,,"REPORTED, NOT EVIDENT",0,0,0,15,6,8,41.89645528,-87.65041735
7/6/2019 8:00,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,DISREGARDING TRAFFIC SIGNALS,800,W,GRAND AVE,,NO INDICATION OF INJURY,0,0,0,8,7,7,41.89129371,-87.64768059
7/10/2020 17:30,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,UNKNOWN,DRY,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,3857,S,DR MARTIN LUTHER KING JR SD,,NO INDICATION OF INJURY,0,0,0,17,6,7,,
11/10/2016 16:00,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,124,W,75TH ST,,NONINCAPACITATING INJURY,0,0,1,16,5,11,41.75829025,-87.62808988
07/29/2019 08:16:00 PM,35,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,3100,E,83RD ST,,NONINCAPACITATING INJURY,0,0,1,20,2,7,41.74480139,-87.54906208
12/23/2019 12:09:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,300,W,23RD ST,,NONINCAPACITATING INJURY,0,0,1,12,2,12,41.85104421,-87.63481977
7/3/2018 14:30,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,UNKNOWN,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,200,W,HARRISON ST,,NONINCAPACITATING INJURY,0,0,1,14,3,7,41.87459003,-87.63370419
7/9/2021 20:02,30,NO CONTROLS,CLEAR,DAYLIGHT,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,BICYCLE ADVANCING LEGALLY ON RED LIGHT,2545,E,71ST ST,,NONINCAPACITATING INJURY,0,0,1,20,6,7,,
8/2/2021 17:35,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,2,E,RANDOLPH ST,,NO INDICATION OF INJURY,0,0,0,17,2,8,41.88460096,-87.62782852
07/17/2022 12:30:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,DRIVING ON WRONG SIDE/WRONG WAY,98,W,15TH ST,,NO INDICATION OF INJURY,0,0,0,12,1,7,,
10/1/2017 15:07,30,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,2857,W,DIVERSEY AVE,,NONINCAPACITATING INJURY,0,0,1,15,1,10,41.93197047,-87.69993162
09/30/2017 03:47:00 PM,30,TRAFFIC SIGNAL,CLEAR,DAYLIGHT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3700,S,INDIANA AVE,,INCAPACITATING INJURY,0,1,0,15,7,9,41.82736325,-87.62182693
09/23/2017 06:13:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,3400,W,MONTROSE AVE,,NONINCAPACITATING INJURY,0,0,1,18,7,9,41.96123847,-87.71319938
4/8/2022 5:40,30,TRAFFIC SIGNAL,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,Y,FAILING TO YIELD RIGHT-OF-WAY,150,N,HALSTED ST,,NONINCAPACITATING INJURY,0,0,1,5,6,4,41.88454696,-87.64758764
11/30/2022 04:00:00 PM,30,NO CONTROLS,CLEAR,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,678,N,WABASH AVE,,"REPORTED, NOT EVIDENT",0,0,0,16,4,11,41.8948543,-87.62695255
8/10/2023 18:00,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,663,N,DEARBORN ST,N,NONINCAPACITATING INJURY,0,0,1,18,5,8,41.89423807,-87.62957462
7/12/2023 20:15,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN INTERSECTION TYPE,UNKNOWN,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,3300,N,BROADWAY,,NO INDICATION OF INJURY,0,0,0,20,4,7,41.94188302,-87.644605
12/15/2019 05:00:00 PM,30,STOP SIGN/FLASHER,CLEAR,"DARKNESS, LIGHTED ROAD",FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING STOP SIGN,900,N,ORLEANS ST,,NONINCAPACITATING INJURY,0,0,1,17,1,12,41.89897902,-87.63741021
02/29/2020 12:35:00 AM,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,3730,W,LAKE ST,,FATAL,1,0,0,0,7,2,41.88524221,-87.71970164
05/30/2023 12:45:00 PM,30,STOP SIGN/FLASHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,DISREGARDING STOP SIGN,4552,W,MADISON ST,,NONINCAPACITATING INJURY,0,0,1,12,3,5,41.8806685,-87.7399809
06/20/2023 07:48:00 PM,30,UNKNOWN,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,Y,NOT APPLICABLE,616,W,WILSON DR,,NO INDICATION OF INJURY,0,0,0,19,3,6,41.96593036,-87.64606127
10/3/2023 18:55,30,TRAFFIC SIGNAL,CLEAR,DUSK,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,1975,W,POLK ST,,"REPORTED, NOT EVIDENT",0,0,0,18,3,10,41.87137433,-87.67597284
10/8/2023 4:00,30,TRAFFIC SIGNAL,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,1951,N,WESTERN AVE,,NONINCAPACITATING INJURY,0,0,1,4,1,10,41.91710363,-87.68724877
07/17/2021 10:30:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,2740,W,ROOSEVELT RD,,FATAL,1,0,0,10,7,7,41.86662933,-87.69509809
8/6/2022 15:03,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,Y,IMPROPER OVERTAKING/PASSING,127,E,OHIO ST,,NO INDICATION OF INJURY,0,0,0,15,7,8,41.89244502,-87.62423803
03/20/2020 02:00:00 PM,10,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,5346,S,CORNELL AVE,,NO INDICATION OF INJURY,0,0,0,14,6,3,41.7981945,-87.58563074
03/13/2020 01:15:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,Y,UNABLE TO DETERMINE,445,N,CLARK ST,,NO INDICATION OF INJURY,0,0,0,13,6,3,41.89056954,-87.63095162
07/13/2021 10:51:00 AM,20,NO CONTROLS,RAIN,DAYLIGHT,ALLEY,WET,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1211,N,LARAMIE AVE,,NONINCAPACITATING INJURY,0,0,1,10,3,7,41.90263608,-87.75563594
9/3/2017 16:50,30,UNKNOWN,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,13330,S,INDIANA AVE,,"REPORTED, NOT EVIDENT",0,0,0,16,1,9,41.65262408,-87.61738343
03/13/2020 02:50:00 PM,30,NO CONTROLS,CLEAR,DARKNESS,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,370,N,OGDEN AVE,,NO INDICATION OF INJURY,0,0,0,14,6,3,41.88838901,-87.66116712
10/30/2023 07:40:00 PM,25,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,N,UNABLE TO DETERMINE,199,N,HALSTED ST,,NO INDICATION OF INJURY,0,0,0,19,2,10,41.88563892,-87.64732624
03/31/2022 02:00:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,OTHER,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,4020,N,NARRAGANSETT AVE,,NO INDICATION OF INJURY,0,0,0,14,5,3,41.95359417,-87.78673181
07/28/2023 05:05:00 AM,10,NO CONTROLS,RAIN,DAWN,ALLEY,WET,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2402,W,AUGUSTA BLVD,,NO INDICATION OF INJURY,0,0,0,5,6,7,41.8994859,-87.68713901
06/23/2021 05:44:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2041,S,HALSTED ST,,NO INDICATION OF INJURY,0,0,0,17,4,6,41.85423024,-87.64639162
02/26/2023 06:15:00 PM,15,UNKNOWN,CLEAR,DARKNESS,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,,FOLLOWING TOO CLOSELY,842,W,ROSCOE ST,,INCAPACITATING INJURY,0,1,0,18,1,2,41.9437037,-87.65102037
6/4/2022 10:30,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,1425,W,18TH ST,Y,NO INDICATION OF INJURY,0,0,0,10,7,6,41.85774997,-87.66231379
5/11/2023 8:20,35,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,NOT APPLICABLE,6410,N,CALIFORNIA AVE,,NO INDICATION OF INJURY,0,0,0,8,5,5,41.99793134,-87.69980373
6/2/2022 11:05,25,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,1020,W,ARDMORE AVE,,NO INDICATION OF INJURY,0,0,0,11,5,6,41.98745038,-87.6562339
06/24/2021 05:36:00 PM,30,NO CONTROLS,RAIN,DAYLIGHT,ONE-WAY,WET,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,1800,W,IRVING PARK RD,Y,"REPORTED, NOT EVIDENT",0,0,0,17,5,6,41.95432384,-87.67432084
8/12/2022 17:50,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,IMPROPER BACKING,1550,N,MILWAUKEE AVE,,NO INDICATION OF INJURY,0,0,0,17,6,8,41.90959687,-87.67647151
08/19/2023 02:20:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2616,N,CLYBOURN AVE,,NO INDICATION OF INJURY,0,0,0,14,7,8,41.92900141,-87.67454622
04/24/2018 05:04:00 PM,25,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,5400,S,ARTESIAN AVE,,NO INDICATION OF INJURY,0,0,0,17,3,4,41.79513774,-87.68602011
05/22/2018 08:30:00 PM,25,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,IMPROPER LANE USAGE,1998,N,LINCOLN AVE,,NO INDICATION OF INJURY,0,0,0,20,3,5,41.91818919,-87.63883998
9/3/2020 12:30,30,OTHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,NOT APPLICABLE,1954,N,HALSTED ST,Y,NONINCAPACITATING INJURY,0,0,1,12,5,9,41.91754113,-87.64862901
2/6/2021 14:00,30,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,ICE,NO INJURY / DRIVE AWAY,,WEATHER,1038,W,ARDMORE AVE,,NO INDICATION OF INJURY,0,0,0,14,7,2,41.98743824,-87.65688176
08/20/2019 05:45:00 PM,25,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,1103,N,PULASKI RD,,INCAPACITATING INJURY,0,1,0,17,3,8,41.90099491,-87.72610703
5/4/2022 21:20,35,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,Y,UNABLE TO DETERMINE,3821,N,MILWAUKEE AVE,N,FATAL,1,0,0,21,4,5,41.95039565,-87.7421514
4/7/2023 18:27,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,UNABLE TO DETERMINE,2331,N,CENTRAL AVE,,NO INDICATION OF INJURY,0,0,0,18,6,4,41.92310203,-87.7658108
10/7/2022 9:34,30,NO CONTROLS,RAIN,DAYLIGHT,NOT DIVIDED,WET,NO INJURY / DRIVE AWAY,,WEATHER,2725,N,CLARK ST,,NO INDICATION OF INJURY,0,0,0,9,6,10,41.93207844,-87.64454701
05/30/2020 11:51:00 AM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,,FAILING TO YIELD RIGHT-OF-WAY,3115,W,26TH ST,,NO INDICATION OF INJURY,0,0,0,11,7,5,41.84442867,-87.70323687
09/13/2019 02:00:00 PM,35,UNKNOWN,CLEAR,DAYLIGHT,ALLEY,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,5140,W,DRUMMOND PL,,"REPORTED, NOT EVIDENT",0,0,0,14,6,9,41.92880406,-87.75550769
09/19/2023 07:50:00 AM,35,TRAFFIC SIGNAL,RAIN,DAYLIGHT,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2000,S,DAMEN AVE,,NONINCAPACITATING INJURY,0,0,1,7,3,9,41.85490378,-87.67606604
10/20/2023 02:00:00 PM,30,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,4224,N,SHERIDAN RD,,NONINCAPACITATING INJURY,0,0,1,14,6,10,41.95916129,-87.65482407
10/6/2017 19:18,35,TRAFFIC SIGNAL,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,,DISREGARDING TRAFFIC SIGNALS,6001,W,DIVERSEY AVE,,INCAPACITATING INJURY,0,1,0,19,6,10,41.93102911,-87.77602475
10/12/2021 19:25,30,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2000,W,SUNNYSIDE AVE,,NONINCAPACITATING INJURY,0,0,1,19,3,10,41.96338284,-87.679112
07/22/2019 08:12:00 PM,35,TRAFFIC SIGNAL,CLEAR,DAWN,FOUR WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,,FAILING TO YIELD RIGHT-OF-WAY,2610,W,PERSHING RD,,INCAPACITATING INJURY,0,1,0,20,2,7,41.8229746,-87.6903884
7/6/2018 17:26,35,UNKNOWN,CLEAR,DAYLIGHT,OTHER,DRY,INJURY AND / OR TOW DUE TO CRASH,,UNABLE TO DETERMINE,2901,N,NARRAGANSETT AVE,,"REPORTED, NOT EVIDENT",0,0,0,17,6,7,41.9329263,-87.78560679
